139,76,45,18,4,0.17,0,34,11,0.53,0.0
152,85,48,19,4,0.23,0,35,13,0.53,0.0
154,87,48,19,4,0.47,0,35,13,0.53,0.0
155,88,48,19,4,0.52,0,35,13,0.53,0.0
158,90,49,19,4,0.76,0,35,14,0.53,0.0
158,90,49,19,4,0.76,0,35,14,0.53,0.0
159,90,50,19,4,0.96,0,35,15,0.53,0.0
160,91,50,19,4,1.14,0,35,15,0.53,0.0
160,91,50,19,4,1.14,0,35,15,0.53,0.0
162,91,51,20,4,1.46,0,35,16,0.04,0.0
162,91,51,20,4,1.46,0,35,16,0.04,0.0
162,91,51,20,4,1.46,0,35,16,0.04,0.0
163,92,51,20,4,1.81,0,35,16,0.04,0.0
163,92,51,20,4,1.81,0,35,16,0.04,0.0
1,1,0,0,1,0.0,0,0,0,0,0
2,2,0,0,1,16.16,0,0,0,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
7,5,2,0,2,9.58,0,0,2,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
375,248,108,19,2,0.06,4,69,39,-3.85,-0.48
381,253,108,20,2,0.11,4,69,39,-3.85,-0.48
382,254,108,20,2,0.15,4,69,39,-3.85,-0.48
384,255,109,20,2,0.21,4,70,39,-3.85,-0.48
389,259,110,20,2,0.31,4,71,39,-3.85,-0.48
389,259,110,20,2,0.31,4,71,39,-3.85,-0.48
389,259,110,20,2,0.31,4,71,39,-3.85,-0.48
389,259,110,20,2,0.31,4,71,39,-3.85,-0.48
389,259,110,20,2,0.31,4,71,39,-3.85,-0.48
390,259,111,20,2,0.57,4,71,40,-3.85,-0.48
391,260,111,20,2,0.64,4,71,40,-3.85,-0.48
392,261,111,20,2,0.73,4,71,40,-3.85,-0.48
392,261,111,20,2,0.73,4,71,40,-3.85,-0.48
392,261,111,20,2,0.73,4,71,40,-3.85,-0.48
3,3,0,0,1,0.96,0,0,0,0,0
3,3,0,0,1,0.96,0,0,0,0,0
3,3,0,0,1,0.96,0,0,0,0,0
4,4,0,0,1,23.76,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
5,5,0,0,1,21.42,0,0,0,0,0
927,598,277,52,5,0.03,24,140,137,-3.31,-0.68
1014,652,302,60,5,0.05,24,155,147,-4.87,-0.68
1056,680,316,60,5,0.07,24,162,154,-4.87,-0.68
1075,692,321,62,5,0.09,24,165,156,-4.14,-0.68
1077,694,321,62,5,0.09,24,165,156,-4.14,-0.68
1080,697,321,62,5,0.12,24,165,156,-4.14,-0.68
1082,699,321,62,5,0.15,24,165,156,-4.14,-0.68
1082,699,321,62,5,0.15,24,165,156,-4.14,-0.68
1082,699,321,62,5,0.15,24,165,156,-4.14,-0.68
1082,699,321,62,5,0.15,24,165,156,-4.14,-0.68
1084,700,322,62,5,0.23,24,166,156,-4.14,-0.68
1084,700,322,62,5,0.23,24,166,156,-4.14,-0.68
1084,700,322,62,5,0.23,24,166,156,-4.14,-0.68
1084,700,322,62,5,0.23,24,166,156,-4.14,-0.68
44,32,6,6,3,0.29,0,4,2,1.33,0.0
53,37,6,10,4,0.8,0,4,2,1.3,0.0
59,42,6,11,4,1.15,0,4,2,1.2,0.0
61,44,6,11,4,1.54,0,4,2,1.2,0.0
62,45,6,11,4,1.78,0,4,2,1.2,0.0
62,45,6,11,4,1.78,0,4,2,1.2,0.0
62,45,6,11,4,1.78,0,4,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
64,45,7,12,4,2.89,0,5,2,1.2,0.0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
487,231,228,28,4,0.05,0,136,92,0.58,0.0
624,288,303,33,4,0.08,0,176,127,-0.62,0.0
644,300,311,33,4,0.1,0,180,131,-0.62,0.0
647,301,313,33,4,0.13,0,182,131,-0.62,0.0
647,301,313,33,4,0.13,0,182,131,-0.62,0.0
648,302,313,33,4,0.19,0,182,131,-0.62,0.0
648,302,313,33,4,0.19,0,182,131,-0.62,0.0
649,303,313,33,4,0.29,0,182,131,-0.62,0.0
654,304,314,36,4,0.33,0,182,132,-1.57,0.0
656,306,314,36,4,0.33,0,182,132,-1.57,0.0
657,306,314,37,4,0.37,0,182,132,-0.81,0.0
657,306,314,37,4,0.37,0,182,132,-0.81,0.0
657,306,314,37,4,0.37,0,182,132,-0.81,0.0
657,306,314,37,4,0.37,0,182,132,-0.81,0.0
302,209,86,7,4,0.08,0,48,38,-0.38,-0.53
754,428,248,78,5,0.06,0,154,94,-3.97,-0.53
911,533,288,90,5,0.08,0,173,115,-4.69,0.0
1118,611,367,140,5,0.09,0,233,134,-15.33,0.0
1217,670,389,158,5,0.1,0,248,141,-15.23,0.0
1232,683,389,160,5,0.12,0,248,141,-15.79,0.0
1281,711,402,168,5,0.13,0,255,147,-14.62,0.0
1344,735,434,175,5,0.14,0,274,160,-15.35,0.0
1710,781,605,324,5,0.13,0,395,210,-26.88,0.0
1952,832,735,385,5,0.12,0,469,266,-34.52,0.0
2028,883,753,392,5,0.13,0,479,274,-32.84,0.0
2067,918,754,395,5,0.14,0,479,275,-33.62,0.0
2089,936,756,397,5,0.15,0,480,276,-33.62,0.0
2097,942,756,399,5,0.16,0,480,276,-34.46,0.0
31,21,5,5,3,0.77,0,2,3,0.76,0.0
81,50,17,14,3,0.59,0,13,4,1.5,0.0
101,68,19,14,3,0.71,0,13,6,1.5,0.0
103,69,19,15,3,0.87,0,13,6,1.5,0.0
108,73,19,16,3,1.11,0,13,6,1.5,0.0
124,77,23,24,5,1.11,0,15,8,0.82,-0.2
124,77,23,24,5,1.11,0,15,8,0.82,-0.2
125,78,23,24,5,1.42,0,15,8,0.82,-0.2
130,82,24,24,5,1.65,0,16,8,0.82,-0.2
130,82,24,24,5,1.65,0,16,8,0.82,-0.2
131,83,24,24,5,1.96,0,16,8,0.82,-0.2
131,83,24,24,5,1.96,0,16,8,0.82,-0.2
131,83,24,24,5,1.96,0,16,8,0.82,-0.2
131,83,24,24,5,1.96,0,16,8,0.82,-0.2
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
3,3,0,0,1,0.15,0,0,0,0,0
4,4,0,0,1,79.83,0,0,0,0,0
21,17,3,1,2,1.12,0,1,2,-0.86,-0.86
60,23,24,13,4,0.78,0,16,8,-1.13,-0.86
77,32,30,15,4,0.93,0,19,11,-1.6,-0.86
89,34,37,18,4,1.05,0,24,13,-2.57,-0.86
94,35,37,22,4,1.23,0,24,13,-2.96,-0.86
96,37,37,22,4,1.37,0,24,13,-2.96,-0.86
96,37,37,22,4,1.37,0,24,13,-2.96,-0.86
96,37,37,22,4,1.37,0,24,13,-2.96,-0.86
96,37,37,22,4,1.37,0,24,13,-2.96,-0.86
98,39,37,22,4,2.24,0,24,13,-2.96,-0.86
98,39,37,22,4,2.24,0,24,13,-2.96,-0.86
98,39,37,22,4,2.24,0,24,13,-2.96,-0.86
98,39,37,22,4,2.24,0,24,13,-2.96,-0.86
98,39,37,22,4,2.24,0,24,13,-2.96,-0.86
66,22,28,16,2,0.36,1,17,11,-1.03,0.0
128,58,52,18,2,0.37,1,33,19,-0.19,0.0
198,99,75,24,3,0.36,1,46,29,0.83,0.0
211,112,75,24,3,0.43,1,46,29,0.83,0.0
228,125,79,24,3,0.53,1,50,29,0.83,0.0
300,180,90,30,3,0.46,1,55,35,1.72,0.0
302,181,91,30,3,0.56,1,55,36,1.72,0.0
305,184,91,30,3,0.62,1,55,36,1.72,0.0
326,199,96,31,3,0.64,1,58,38,0.86,0.0
326,199,96,31,3,0.64,1,58,38,0.86,0.0
330,202,97,31,3,0.8,1,59,38,0.86,0.0
330,202,97,31,3,0.8,1,59,38,0.86,0.0
332,204,97,31,3,0.94,1,59,38,0.86,0.0
333,205,97,31,3,0.94,1,59,38,0.86,0.0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
1,1,0,0,1,0.0,0,0,0,0,0
29,23,6,0,2,9.09,0,3,3,0,0
